"PCA_Number","Variance_Explained"
422,0.951296829661579
423,0.951538375312052
424,0.951779647952968
425,0.952020742306755
426,0.952261677982295
427,0.95250229225361
428,0.952742441722998
429,0.952982094362168
430,0.953221682823296
431,0.953460824262325
432,0.953699860710869
433,0.953938564000976
434,0.954176686831961
435,0.954414712467588
436,0.954652500610089
437,0.954889710829143
438,0.955126674992018
439,0.955363237418028
440,0.955599588801448
441,0.955835695586783
442,0.956071661391113
443,0.95630727165663
444,0.956542555075707
445,0.956777586764637
446,0.957012345422385
447,0.957246665343489
448,0.957480725819305
449,0.95771460292498
450,0.95794789160968
451,0.958180904633659
452,0.958413665052348
453,0.958645869905935
454,0.958877918602949
455,0.959109766522555
456,0.959341386236203
457,0.95957266374998
458,0.959803278406428
459,0.960033751704952
460,0.960264088929709
461,0.960494194757442
462,0.960723986075932
463,0.960953320545568
464,0.961182078217325
465,0.961410581695903
466,0.961639069805004
467,0.961867237666217
468,0.962095209769583
469,0.962322826719199
470,0.962550288717986
471,0.962777133059552
472,0.963003603847021
473,0.96322971646906
474,0.963455393524565
475,0.963680736554452
476,0.963905924694899
477,0.964130824965184
478,0.964355518272288
479,0.964580105890373
480,0.96480439843259
481,0.965028258617666
482,0.965251973481955
483,0.965475383626295
484,0.96569854706522
485,0.965921351627012
486,0.96614359718476
487,0.966365660007795
488,0.966587339043995
489,0.966808972733284
490,0.967030339946841
491,0.967251488236896
492,0.967471974227908
493,0.967692171529173
494,0.967912368210201
495,0.968132139561988
496,0.968351403707403
497,0.968570362640011
498,0.96878921266955
499,0.969007883665311
500,0.969226129965314
501,0.969444251060148
502,0.969662152563342
503,0.969879311963605
504,0.970096244316551
505,0.970313013716961
506,0.970529682857174
507,0.970746015453517
508,0.970962048358546
509,0.971177950056562
510,0.971393748915728
511,0.971608960771127
512,0.971823900568939
513,0.972038715765924
514,0.972253305595532
515,0.97246719818618
516,0.972680760707926
517,0.972894080472636
518,0.973107144084604
519,0.973319944562128
520,0.973532593768075
521,0.973745053317871
522,0.973957189706997
523,0.974168977517496
524,0.974380635567849
525,0.974591968823244
526,0.97480296222956
527,0.975013390647971
528,0.975223805180892
529,0.975434038549929
530,0.975643861818959
531,0.97585330623452
532,0.976062587684558
533,0.976271492060181
534,0.976480173674253
535,0.976688706687826
536,0.976896987115767
537,0.977105022913906
538,0.977312652390875
539,0.977520063653327
540,0.97772722011884
541,0.977934074131704
542,0.978140863235055
543,0.978347245457923
544,0.978553243390065
545,0.978759141396971
546,0.978964879819141
547,0.979170241241581
548,0.979375435191324
549,0.979580237041789
550,0.979784876864068
551,0.979989114575483
552,0.980192791167993
553,0.980396269694559
554,0.980599528876431
555,0.98080248695358
556,0.981005233957615
557,0.981207451545541
558,0.981409525494674
559,0.981611241790854
560,0.981812745745211
561,0.982014000546235
562,0.982214938371747
563,0.982415443295163
564,0.982615659900413
565,0.982815568766541
566,0.983015320434049
567,0.983214605742587
568,0.983413714283441
569,0.983612692714739
570,0.983811452628922
571,0.984010072835246
572,0.984208445480707
573,0.984406361629911
574,0.984603816319667
575,0.984801037207565
576,0.98499820130214
577,0.98519515644213
578,0.98539194456781
579,0.985588524901284
580,0.985784404361207
581,0.985980058773519
582,0.986175198019164
583,0.986370258056795
584,0.986564887760583
585,0.986759174155006
586,0.986953093696775
587,0.987146791349985
588,0.987340356223666
589,0.987533779658439
590,0.987726747214353
591,0.987919263257087
592,0.988111588476418
593,0.988303708841895
594,0.988495480797053
595,0.988687051592599
596,0.988878444471031
597,0.989069558754343
598,0.989259915641855
599,0.989450117952781
600,0.989640055996195
601,0.989829494163814
602,0.990018454444298
603,0.990207048691558
604,0.990395431174868
605,0.990583550106129
606,0.990771346763358
607,0.990959068976848
608,0.991146290606504
609,0.991332948617468
610,0.991519515163334
611,0.991705631984847
612,0.99189142327423
613,0.992077014779168
614,0.992262229181921
615,0.992447309037242
616,0.992631983843552
617,0.992816261931882
618,0.992999937877252
619,0.993183113294939
620,0.993366253325378
621,0.993548938319859
622,0.993731488964218
623,0.993913669331533
624,0.994095479496397
625,0.994277153782781
626,0.994458392219119
627,0.994638874407369
628,0.994818811044506
629,0.994998502544335
630,0.995177894772496
631,0.995356756729003
632,0.995535449724189
633,0.995713814048628
634,0.995891750494222
635,0.996069359935506
636,0.996246752641422
637,0.996423929274452
638,0.996600440218616
639,0.996775740024162
640,0.996950763521248
641,0.997125342943735
642,0.997299446740463
643,0.99747302761452
644,0.99764646878118
645,0.997819422012363
646,0.99799172384206
647,0.998163920667686
648,0.998335774578001
649,0.998506586682729
650,0.998677045447381
651,0.998846273466851
652,0.999014976721047
653,0.999182012837127
654,0.999347998388128
655,0.99951286913787
656,0.999676683830255
657,0.999839699019452
658,1
659,1
