ID,Gene Symbol
231888_PM_at,
231889_PM_at,UBR4
231890_PM_at,
231891_PM_at,STAMBPL1
231892_PM_at,C9orf100
231893_PM_at,KIAA1755
231894_PM_at,
231895_PM_at,SASS6
231896_PM_s_at,DENR
231897_PM_at,PTGR1
231898_PM_x_at,SOX2OT
231899_PM_at,ZC3H12C
231900_PM_at,ZDHHC18
231901_PM_at,C19orf52
231902_PM_at,ZNF827
231903_PM_x_at,ARHGAP23
231904_PM_at,U2AF1
231905_PM_at,C20orf96
231906_PM_at,HOXD8
231907_PM_at,ABL2
231908_PM_at,ZDHHC18
231909_PM_x_at,ODF2L
231910_PM_at,NUDT14
231911_PM_at,ERMN
231912_PM_s_at,TECPR1
231913_PM_s_at,BRCC3
231914_PM_at,NUDT14
231915_PM_at,ZSWIM4
231916_PM_at,EXOSC6
231917_PM_at,GFM2
231918_PM_s_at,GFM2
231919_PM_at,DBT
231920_PM_s_at,CSNK1G1
231921_PM_at,DCAF17
231922_PM_at,ZNF276
231923_PM_at,TMEM150C
231924_PM_at,
231925_PM_at,
231926_PM_at,EPS15L1
231927_PM_at,ATF6
231928_PM_at,HES2
231929_PM_at,IKZF2
231930_PM_at,ELMOD1
231931_PM_at,PRDM15
231932_PM_at,TRAF3IP3
231933_PM_at,Mar-08
231934_PM_at,
231935_PM_at,ARPP21
231936_PM_at,HOXC9
231937_PM_at,
231938_PM_at,SGOL1
231939_PM_s_at,BDP1
231940_PM_at,ZNF529
231941_PM_s_at,MUC20
231942_PM_at,
231943_PM_at,ZFP28
231944_PM_at,ERO1LB
231945_PM_at,FILIP1
231946_PM_at,ZFHX2
231947_PM_at,MYCT1
231948_PM_s_at,UBE2F
231949_PM_at,
231950_PM_at,LOC653501 /// ZNF658 /// ZNF658B
231951_PM_at,GNAO1
231952_PM_at,LOC100287572
231953_PM_at,BPTF
231954_PM_at,DKFZP434I0714
231955_PM_s_at,HIBADH
231956_PM_at,RNF213
231957_PM_s_at,DPP9
231958_PM_at,C3orf31
231959_PM_at,LIN52
231960_PM_at,BRWD1
231961_PM_at,RBPMS
231962_PM_at,AP4B1
231963_PM_at,ANKRD33B
231964_PM_at,
231965_PM_at,FAM113A
231966_PM_at,PPP1R9A
231967_PM_at,PHF20L1
231968_PM_at,UGGT1
231969_PM_at,STOX2
231970_PM_at,C14orf118
231971_PM_at,FANCM
231972_PM_at,
231973_PM_s_at,ANAPC1
231974_PM_at,MLL2
231975_PM_s_at,MIER3
231976_PM_at,LINS1
231977_PM_at,GRID1
231978_PM_at,TPCN2
231979_PM_at,
231980_PM_at,DOK6
231981_PM_at,PRLR
231982_PM_at,C19orf77
231983_PM_at,C1orf69
231984_PM_at,MTAP
231985_PM_at,MICAL3
231986_PM_at,RIMS1
231987_PM_at,LOC728264
231988_PM_x_at,ZNF490
231989_PM_s_at,LOC100271836 /// LOC641298
231990_PM_at,USP15
231991_PM_at,C20orf160
231992_PM_x_at,LOC493754
231993_PM_at,ITGBL1
231994_PM_at,CHDH
231995_PM_at,C9orf82
231996_PM_at,N4BP2
231997_PM_at,TBCEL
231998_PM_at,
231999_PM_at,ANKRD11
232000_PM_at,TTC39B
232001_PM_at,LOC439949
232002_PM_at,
232003_PM_at,PNMAL2
232004_PM_at,HNRNPR
232005_PM_at,DNAH1
232006_PM_at,STK35
232007_PM_at,AGPAT5
232008_PM_s_at,BBX
232009_PM_at,EMR2
232010_PM_at,FSTL5
232011_PM_s_at,MAP1LC3A
232012_PM_at,CAPN1
232013_PM_at,C9orf102
232014_PM_at,ZNF30
232015_PM_at,FAM59B
232016_PM_at,MTMR15
232017_PM_at,TJP2
232018_PM_at,LENG1
232019_PM_at,ZKSCAN2
232020_PM_at,SMURF2
232021_PM_at,GXYLT1
232022_PM_at,
232023_PM_at,TMEM67
232024_PM_at,GIMAP2
232025_PM_at,SYT7
232026_PM_at,HERC4
232027_PM_at,SYNE1
232028_PM_at,ZNF678
232029_PM_at,
232030_PM_at,KIAA1632
232031_PM_s_at,KIAA1632
232032_PM_x_at,SDF4
232033_PM_at,USP37
232034_PM_at,LOC203274
232035_PM_at,HIST1H4H
232036_PM_at,KLC1
232037_PM_at,IGDCC3
232038_PM_at,C6orf170
232039_PM_at,KIAA1383
232040_PM_at,LOC157860
232041_PM_at,INADL
232042_PM_at,TTYH2
232043_PM_at,GNG7
232044_PM_at,RBBP6
232045_PM_at,PHACTR1
232046_PM_at,KIAA1217
232047_PM_at,LOC440993
232048_PM_at,FAM76B
232049_PM_at,
232050_PM_at,FLJ42627
232051_PM_at,CCDC102A
232052_PM_at,LOC440944
232053_PM_x_at,RHBDD2
232054_PM_at,PCDH20
232055_PM_at,SFXN1
232056_PM_at,SCEL
232057_PM_at,SLC7A6OS
232058_PM_at,
232059_PM_at,DSCAML1
232060_PM_at,ROR1
232061_PM_at,SDK2
232062_PM_at,ADCY1
232063_PM_x_at,FARSB /// TRIM61
232064_PM_at,FER
232065_PM_x_at,CENPL
232066_PM_x_at,C4orf42
232067_PM_at,C6orf168
232068_PM_s_at,TLR4
232069_PM_at,KIF26A
232070_PM_at,ZNF131
232071_PM_at,MRPL19
232072_PM_at,
232073_PM_at,PPFIA2
232074_PM_at,PRSS27
232075_PM_at,WDR61
232076_PM_at,ZNF707
232077_PM_s_at,YPEL3
232078_PM_at,PVRL2
232079_PM_s_at,PVRL2
232080_PM_at,HECW2
232081_PM_at,
232082_PM_x_at,SPRR3
232083_PM_at,KIF16B
232084_PM_at,SGTB
232085_PM_at,MAPK8IP3
232086_PM_at,
232087_PM_at,CXorf23
232088_PM_x_at,LOC100271722
232089_PM_at,TIGD7
232090_PM_at,
232091_PM_s_at,ZDHHC24
232092_PM_at,MCART1
232093_PM_at,NCRNA00085
232094_PM_at,C15orf29
232095_PM_at,
232096_PM_x_at,
232097_PM_at,TOX4
232098_PM_at,DST
232099_PM_at,PCDHB16
232100_PM_at,
232101_PM_s_at,PIGN
232102_PM_at,METTL6
232103_PM_at,BPNT1
232104_PM_at,C1orf95
232105_PM_at,
232106_PM_s_at,CCDC123
232107_PM_at,
232108_PM_at,SCRN3
232109_PM_at,UBXN10
232110_PM_at,GALNT5
232111_PM_at,
232112_PM_at,RALGPS2
232113_PM_at,
232114_PM_at,MED12L
232115_PM_at,SLC39A3
232116_PM_at,GRHL3
232117_PM_at,ZNF471
232118_PM_at,
232119_PM_at,SYNPO2
232120_PM_at,
232121_PM_at,TRDMT1
232122_PM_s_at,VEPH1
232123_PM_at,LOC283174
232124_PM_at,FAM198A
232125_PM_at,
232126_PM_at,COQ2
232127_PM_at,CLCN5
232128_PM_s_at,CLCN5
232129_PM_s_at,LZTS2
232130_PM_at,
232131_PM_at,
232132_PM_at,PARD6G
232133_PM_at,ADAMTS10
232134_PM_at,
232135_PM_at,SAP30L
232136_PM_s_at,CTTNBP2
232137_PM_at,ZNF616
232138_PM_at,MBNL2
232139_PM_s_at,KIAA1919
232140_PM_at,
232141_PM_at,U2AF1
232142_PM_at,ISY1
232143_PM_at,DNM1P41
232144_PM_at,
232145_PM_at,C2orf68
232146_PM_at,NDUFC1
232147_PM_at,BTBD12
232148_PM_at,NSMAF
232149_PM_s_at,NSMAF
232150_PM_at,
232151_PM_at,MACC1
232152_PM_at,C6orf182
232153_PM_at,SPEG
232154_PM_at,C19orf76
232155_PM_at,RNF213
232156_PM_at,
232157_PM_at,SPRY3
232158_PM_x_at,NIPAL1
232159_PM_at,
232160_PM_s_at,TNIP2
232161_PM_x_at,
232162_PM_at,ZNF696
232163_PM_at,WDR19
232164_PM_s_at,EPPK1
232165_PM_at,EPPK1
232166_PM_at,KIAA1377
232167_PM_at,SLC2A11
232168_PM_x_at,MACF1
232169_PM_x_at,NDUFS8
232170_PM_at,S100A7A
232171_PM_x_at,KLHDC4
232172_PM_at,NCRNA00103
232173_PM_at,CLEC2L
232174_PM_at,
232175_PM_at,ARF1
232176_PM_at,SLITRK6
232177_PM_at,
232178_PM_at,ZNF503
232179_PM_at,LOC158863
232180_PM_at,UGP2
232181_PM_at,PPARGC1B
232182_PM_at,LOC286272
232183_PM_at,SERAC1
232184_PM_at,ALS2
232185_PM_at,C20orf132
232186_PM_at,FITM2
232187_PM_at,PALMD
232188_PM_at,AKAP13
232189_PM_at,
232190_PM_x_at,LOC100133445 /// LOC115110
232191_PM_at,C21orf105
232192_PM_at,LOC153811
232193_PM_at,GSTT1
232194_PM_at,METTL4
232195_PM_at,GPR158
232196_PM_at,LCA5L
232197_PM_x_at,ARSB
232198_PM_at,
232199_PM_at,
232200_PM_at,HSPA9
232201_PM_at,NKD2
232202_PM_at,
232203_PM_at,
232204_PM_at,EBF1
232205_PM_at,
232206_PM_at,ULK4
232207_PM_at,GUSBL2
232208_PM_at,ISLR2
232209_PM_x_at,HM13
232210_PM_at,
232211_PM_at,LOC100293149 /// PPP1R3F
232212_PM_at,PLEKHA8
232213_PM_at,PELI1
232214_PM_x_at,ZNF554
232215_PM_x_at,PRR11
232216_PM_at,YME1L1
232217_PM_at,FAM26E
232218_PM_at,
232219_PM_x_at,USP21
232220_PM_at,S100A7A
232221_PM_x_at,RSBN1L
232222_PM_at,C18orf49
232223_PM_at,
232224_PM_at,MASP1
232225_PM_at,
232226_PM_at,LRRC4C
232227_PM_at,
232228_PM_at,ZNF530
232229_PM_at,SETX
232230_PM_at,C10orf75
232231_PM_at,RUNX2
232232_PM_s_at,SLC22A16
232233_PM_at,SLC22A16
232234_PM_at,SLA2
232235_PM_at,DSEL
232236_PM_at,
232237_PM_at,MDGA1
232238_PM_at,ASPM
232239_PM_at,LOC643529
232240_PM_at,DNHD1
232241_PM_at,
232242_PM_at,
232243_PM_at,MCPH1
232244_PM_at,KIAA1161
232245_PM_at,SLC25A34
232246_PM_at,LOC284900
232247_PM_at,ZNF502
232248_PM_at,PCSK7
232249_PM_at,FMNL3
232250_PM_at,KIAA1257
232251_PM_at,NUDT16P1
232252_PM_at,DUSP27
232253_PM_at,C5orf56
232254_PM_at,
232255_PM_at,LOC401321
232256_PM_s_at,LOC401321
232257_PM_s_at,
232258_PM_at,TCTE3
232259_PM_s_at,LOC100009676
232260_PM_at,LOC100009676
232261_PM_at,
232262_PM_at,PIGL
232263_PM_at,SLC6A15
232264_PM_at,
232265_PM_at,ATXN7L1
232266_PM_x_at,CDK13
232267_PM_at,GPR133
232268_PM_at,
232269_PM_x_at,METRN
232270_PM_at,C9orf3
232271_PM_at,HNF4G
232272_PM_at,ZNF624
232273_PM_at,
232274_PM_at,CCNL2
232275_PM_s_at,HS6ST3
232276_PM_at,HS6ST3
232277_PM_at,
232278_PM_s_at,DEPDC1
232279_PM_at,PHF15
232280_PM_at,SLC25A29
232281_PM_at,LOC148189
232282_PM_at,WNK3
232283_PM_at,LYSMD1
232284_PM_at,PSMD6
232285_PM_at,
232286_PM_at,
232287_PM_at,PGBD3
232288_PM_at,PDXDC1 /// PDXDC2
232289_PM_at,KCNJ12
232290_PM_at,
232291_PM_at,MIR17HG
232292_PM_at,LOC100288810
232293_PM_at,LCORL
232294_PM_at,LOC219347
232295_PM_at,GFM1
232296_PM_s_at,GFM1
232297_PM_at,KLHL5
232298_PM_at,LOC401093
232299_PM_at,C2orf82
232300_PM_at,
232301_PM_at,UBE3B
232302_PM_at,PDLIM2
232303_PM_at,ZNF608
232304_PM_at,PELI1
232305_PM_at,HMGCLL1
232306_PM_at,CDH26
232307_PM_at,
232308_PM_at,TTC21A
232309_PM_at,LOC202181
232310_PM_at,LOC388889
232311_PM_at,B2M
232312_PM_at,SAPS3
232313_PM_at,TMEM132C
232314_PM_at,MTFR1
232315_PM_at,ZNF880
232316_PM_at,C14orf174
232317_PM_at,PLXNA4
232318_PM_s_at,LOC121838
232319_PM_at,
232320_PM_at,
232321_PM_at,MUC17
232322_PM_x_at,STARD10
232323_PM_s_at,TTC17
232324_PM_x_at,
232325_PM_at,
232326_PM_at,LOC100131102
232327_PM_at,THSD7B
232328_PM_at,ZNF552
232329_PM_at,RANBP10
232330_PM_at,
232331_PM_at,
232332_PM_at,KIAA1210
232333_PM_at,
232334_PM_at,NXPH2
232335_PM_at,
232336_PM_at,ZSWIM5
232337_PM_at,
232338_PM_at,
232339_PM_at,DCAF8
232340_PM_at,LOC388889
232341_PM_x_at,HABP4
232342_PM_at,MTMR14
232343_PM_at,
232344_PM_at,
232345_PM_at,C18orf8
232346_PM_at,LOC388692
232347_PM_x_at,
232348_PM_at,C18orf8
232349_PM_x_at,DCAF6
232350_PM_x_at,GPR161
232351_PM_at,
232352_PM_at,ISL2
232353_PM_s_at,STYXL1
232354_PM_at,
232355_PM_at,SNORD114-3
232356_PM_at,
232357_PM_at,TTLL9
232358_PM_at,KIAA1328
232359_PM_at,RDH11
232360_PM_at,EHF
232361_PM_s_at,EHF
232362_PM_at,CCDC18
232363_PM_at,
232364_PM_at,
232365_PM_at,SIAH1
232366_PM_at,KIAA0232
232367_PM_x_at,ZNF598
232368_PM_at,BET3L
232369_PM_at,
232370_PM_at,LOC254057
232371_PM_at,Mar-07
232372_PM_at,
232373_PM_at,NOXA1
232374_PM_s_at,
232375_PM_at,
232376_PM_at,PCCA
232377_PM_at,NXPH1
232378_PM_at,SLC5A9
232379_PM_at,SKIL
232380_PM_at,FGGY
232381_PM_s_at,DNAH5
232382_PM_s_at,PCMTD1
232383_PM_at,TFEC
232384_PM_s_at,
232385_PM_x_at,
232386_PM_at,VPS13C
232387_PM_at,SYNRG
232388_PM_at,CNTNAP4
232389_PM_at,WIPF3
232390_PM_at,NCAM2
232391_PM_at,ZNF461
232392_PM_at,SFRS3
232393_PM_at,ZNF462
232394_PM_at,
232395_PM_x_at,AGBL3
232396_PM_at,
232397_PM_at,
232398_PM_at,CCDC150
232399_PM_at,DCLK3
232400_PM_at,
232401_PM_at,KCNS2
232402_PM_at,
232403_PM_at,SPG11
232404_PM_at,SHROOM4
232405_PM_at,
232406_PM_at,
232407_PM_at,MUC17
232408_PM_at,ZFYVE28
232409_PM_x_at,FBXL16
232410_PM_at,
232411_PM_at,
232412_PM_at,FBXL20
232413_PM_at,
232414_PM_at,HEATR1
232415_PM_at,PCDHB13
232416_PM_at,CELF5
232417_PM_x_at,ZDHHC11
232418_PM_at,LZTFL1
232419_PM_at,TMEM132A
232420_PM_x_at,LOC100289341
232421_PM_at,SCARB1
232422_PM_at,A2LD1
232423_PM_at,ARSD
232424_PM_at,PRDM16
232425_PM_at,SNX25
232426_PM_at,SV2B
232427_PM_at,ZNF224
232428_PM_at,MOGAT2
232429_PM_at,
232430_PM_at,LOC148696
232431_PM_at,
232432_PM_s_at,SLC30A5
232433_PM_at,KIAA1683
232434_PM_at,DIRC3
232435_PM_at,
232436_PM_at,ZNF274
232437_PM_at,CPSF3L
232438_PM_at,EPS15L1
232439_PM_at,
232440_PM_at,ZDHHC13
232441_PM_at,KRR1
232442_PM_at,BCAR1
232443_PM_at,LOC441052
232444_PM_at,C6orf204
232445_PM_at,SYT9
232446_PM_at,MGC45800
232447_PM_at,
232448_PM_at,LOC100132234
232449_PM_at,BCO2
232450_PM_at,LOC149351
232451_PM_at,
232452_PM_at,LOC148824
232453_PM_at,
232454_PM_at,
232455_PM_x_at,LOC340085
232456_PM_at,C10orf71
232457_PM_at,LIMCH1
232458_PM_at,COL3A1
232459_PM_at,
232460_PM_at,
232461_PM_at,AHI1
232462_PM_s_at,NCRNA00181
232463_PM_at,NCRNA00107
232464_PM_at,TRIM78P
232465_PM_at,
232466_PM_at,CUL4A
232467_PM_at,KIRREL
232468_PM_at,
232469_PM_x_at,C1orf191
232470_PM_at,SIK1
232471_PM_at,
232472_PM_at,
232473_PM_at,PRPF18
232474_PM_at,
232475_PM_at,C15orf42
232476_PM_at,
232477_PM_at,
232478_PM_at,
232479_PM_at,FERMT1
232480_PM_at,LOC400931
232481_PM_s_at,SLITRK6
232482_PM_at,OR51E2
232483_PM_at,MED17
232484_PM_at,
232485_PM_at,RUNDC2A
232486_PM_at,LRFN1
232487_PM_at,SFT2D1
232488_PM_at,AGXT2L2
232489_PM_at,CCDC76
232490_PM_s_at,PRUNE
232491_PM_at,
232492_PM_at,C6orf112
232493_PM_at,
232494_PM_at,CYP8B1
232495_PM_x_at,
232496_PM_at,
232497_PM_at,ZNF3
232498_PM_at,HEATR7A
232499_PM_at,ITPKB
232500_PM_at,RALGAPA2
232501_PM_at,
232502_PM_at,FLJ34077 /// LOC728558
232503_PM_at,
232504_PM_at,LOC285628
232505_PM_at,DCTN2
232506_PM_s_at,C15orf41
232507_PM_at,C15orf41
232508_PM_at,ZMIZ1
232509_PM_at,PDE4DIP
232510_PM_s_at,DPP3
232511_PM_at,
232512_PM_at,
232513_PM_x_at,C20orf107
232514_PM_at,KIF27
232515_PM_at,
232516_PM_x_at,YY1AP1
232517_PM_s_at,PRIC285
232518_PM_at,PRIC285
232519_PM_at,NSFL1C
232520_PM_s_at,NSFL1C
232521_PM_at,PCSK7
232522_PM_at,
232523_PM_at,MEGF10
232524_PM_x_at,ANAPC4
232525_PM_at,
232526_PM_at,ITPKB
232527_PM_at,
232528_PM_at,
232529_PM_at,SP3
232530_PM_at,PLD1
232531_PM_at,EMX2OS
232532_PM_at,QRICH2
232533_PM_at,METTL8
232534_PM_at,LIN37
232535_PM_at,
232536_PM_at,C21orf30
232537_PM_x_at,MARK3
232538_PM_at,
232539_PM_at,
232540_PM_x_at,
232541_PM_at,
232542_PM_at,COL9A2
232543_PM_x_at,ARHGAP9
232544_PM_at,
232545_PM_at,LRRC29
232546_PM_at,TP73
232547_PM_at,SRCIN1
232548_PM_at,GALNTL1
232549_PM_at,RBM11
232550_PM_at,ABHD1
232551_PM_at,SLC26A6
232552_PM_at,DAAM1
232553_PM_at,PCYT1B
232554_PM_at,LRRC56
232555_PM_at,CREB5
232556_PM_at,
232557_PM_at,LOC390595
232558_PM_at,LAMC3
232559_PM_at,
232560_PM_at,UROS
232561_PM_at,ZNF771
232562_PM_at,
232563_PM_at,ZNF684
232564_PM_at,SLC9A5
232565_PM_at,
232566_PM_at,NOL6
232567_PM_at,ARHGAP8
232568_PM_at,MGC24103
232569_PM_at,
232570_PM_s_at,ADAM33
232571_PM_at,
232572_PM_at,PCA3
232573_PM_at,
232574_PM_at,XYLT1
232575_PM_at,PCA3
232576_PM_at,
232577_PM_at,LOC145945
232578_PM_at,CLDN18
232579_PM_at,LOC100134229
232580_PM_x_at,
232581_PM_x_at,HIVEP3
232582_PM_at,
232583_PM_at,
232584_PM_at,
232585_PM_at,TLK2
232586_PM_x_at,OR7E126P
232587_PM_at,EML4
232588_PM_at,STAG1
232589_PM_at,
232590_PM_at,
232591_PM_s_at,TMEM30A
232592_PM_at,
232593_PM_at,NEURL3
232594_PM_at,HSBP1L1
232595_PM_at,
232596_PM_at,DIAPH3
232597_PM_x_at,SFRS2IP
232598_PM_at,NUP210L
232599_PM_at,EXOC6
232600_PM_at,
232601_PM_at,
232602_PM_at,WFDC3
232603_PM_at,DCDC5
232604_PM_at,ZNF541
232605_PM_s_at,
232606_PM_at,ANK2
232607_PM_at,
232608_PM_x_at,CARD14
232609_PM_at,CRB3
232610_PM_at,PARP14
232611_PM_at,GOLGA2B
232612_PM_s_at,ATG16L1
232613_PM_at,PBRM1
232614_PM_at,
232615_PM_at,
232616_PM_at,LOC100129935
232617_PM_at,CTSS
232618_PM_at,CYorf15A
232619_PM_at,C20orf134
232620_PM_at,WDR93
232621_PM_at,USP48
232622_PM_at,
232623_PM_at,LOC100128751
232624_PM_at,ABTB2
232625_PM_at,TLN2
232626_PM_at,
232627_PM_at,
232628_PM_at,
232629_PM_at,PROK2
232630_PM_at,APIP
232631_PM_at,CDH6
232632_PM_at,
232633_PM_at,XRCC5
232634_PM_at,DKFZp566F0947
232635_PM_at,C14orf145
232636_PM_at,SLITRK4
232637_PM_at,Sep-02
232638_PM_at,COL20A1
232639_PM_at,C3orf25
232640_PM_at,COMMD5 /// LOC100287297 /// LOC100289699
232641_PM_at,ZNF596
232642_PM_at,VWA5B2
232643_PM_at,POLR2F
232644_PM_x_at,OCIAD1
232645_PM_at,LOC153684
232646_PM_at,TTC17
232647_PM_at,PROCA1
232648_PM_at,PSMA3
232649_PM_at,GLDN
232650_PM_at,C12orf65
232651_PM_at,LOC100287813
232652_PM_x_at,SCAND1
232653_PM_at,
232654_PM_s_at,UGT1A6
232655_PM_at,UGT1A
232656_PM_at,
232657_PM_at,
232658_PM_at,
232659_PM_at,
232660_PM_at,BAD
232661_PM_s_at,C7orf64
232662_PM_x_at,C10orf58
232663_PM_s_at,LOC390595
232664_PM_at,FLJ12334
232665_PM_x_at,
232666_PM_at,OAS3
232667_PM_at,
232668_PM_at,
232669_PM_at,HIF3A
232670_PM_at,
232671_PM_at,
232672_PM_x_at,SLC24A5
232673_PM_at,LRRFIP2
232674_PM_at,UCN2
232675_PM_s_at,UCKL1
232676_PM_x_at,MYEF2
232677_PM_at,
232678_PM_at,
232679_PM_at,
232680_PM_at,HDGFL1
232681_PM_at,
232682_PM_at,MREG
232683_PM_s_at,PARP6
232684_PM_at,LOC253264
232685_PM_at,
232686_PM_at,SIGLECP3
232687_PM_at,
232688_PM_at,BMP2K
232689_PM_at,LOC284561
232690_PM_at,
232691_PM_at,SFXN5
232692_PM_at,TDRD6
232693_PM_s_at,FBXO16 /// ZNF395
232694_PM_at,ZNF395
232695_PM_at,KIF6
232696_PM_at,LOC648556
232697_PM_at,LRFN2
232698_PM_at,BPIL1
232699_PM_at,
232700_PM_at,
232701_PM_at,
232702_PM_at,RABGAP1L
232703_PM_at,
232704_PM_s_at,LRRFIP2
232705_PM_at,LRRFIP2
232706_PM_s_at,TRABD
232707_PM_at,ISX
232708_PM_at,GALT
232709_PM_at,
232710_PM_at,
232711_PM_at,
232712_PM_at,
232713_PM_at,
232714_PM_at,
232715_PM_at,
232716_PM_at,
232717_PM_at,KALRN
232718_PM_at,C8orf75
232719_PM_at,CELF4
232720_PM_at,LINGO2
232721_PM_at,TRIM55
232722_PM_at,RNASET2
232723_PM_at,
232724_PM_at,MS4A6A
232725_PM_s_at,MS4A6A
232726_PM_at,
232727_PM_at,UCKL1
232729_PM_at,
232730_PM_at,C19orf44
232731_PM_x_at,LOC100190938
232732_PM_at,
232733_PM_s_at,COL20A1
232734_PM_at,TTC23
232735_PM_at,ANKRD34A
232736_PM_s_at,POM121L8P /// POM121L9P
232737_PM_s_at,ENPP3
232738_PM_at,FAM190A
232739_PM_at,SPIB
232740_PM_at,MCM3APAS
232741_PM_at,
232742_PM_at,
232743_PM_at,
232744_PM_x_at,
232745_PM_x_at,SPEF2
232746_PM_at,CXCR7
232747_PM_at,
232748_PM_at,PAPPA
232749_PM_at,
232750_PM_at,TNS1
232751_PM_at,RBBP9
232752_PM_at,LOC100287616
232753_PM_at,ZNF346
232754_PM_at,
232755_PM_at,UBE2G2
232756_PM_at,KALRN
232757_PM_at,
232758_PM_s_at,
232759_PM_at,
232760_PM_at,TEX15
232761_PM_at,COX4I2
232762_PM_at,KIAA1217
232763_PM_at,TLN1
232764_PM_at,CCNB2
232765_PM_x_at,LOC146429
232766_PM_at,BANF2
232767_PM_at,CADM1
232768_PM_at,CCNB2
232769_PM_at,
232770_PM_at,TUSC3
232771_PM_at,NRK
232772_PM_at,LOC221272
232773_PM_at,
232774_PM_x_at,ZIK1
232775_PM_at,
232776_PM_at,
232777_PM_s_at,C6orf118
232778_PM_at,
232779_PM_at,
232780_PM_s_at,ZNF691
232781_PM_at,
232782_PM_at,
232783_PM_at,
232784_PM_at,
232785_PM_at,RGAG1
232786_PM_at,COG6
232787_PM_at,PRIC285
232788_PM_at,
232789_PM_at,
232790_PM_at,
232791_PM_at,
232792_PM_at,TRIM69
232793_PM_at,
232794_PM_at,LOC153682
232795_PM_at,
232796_PM_at,
232797_PM_at,
232798_PM_at,DNAJC5B
232799_PM_at,
232800_PM_at,LOC100289550
232801_PM_at,C9orf102
232802_PM_at,SYT8
232803_PM_at,FLJ31958
232804_PM_at,
232805_PM_at,
232806_PM_s_at,FAM131A
232807_PM_at,FAM131A
232808_PM_at,
232809_PM_s_at,FLT1
232810_PM_at,AIG1
232811_PM_x_at,PRICKLE1
232812_PM_at,LOC401052
232813_PM_s_at,GOLGA6A
232814_PM_x_at,C14orf153
232815_PM_at,FBXO3
232816_PM_s_at,DDX11
232817_PM_at,
232818_PM_at,
232819_PM_s_at,LTBR
232820_PM_s_at,GTSF1L
232821_PM_at,GTSF1L
232822_PM_x_at,
232823_PM_at,
232824_PM_at,
232825_PM_s_at,DSEL
232826_PM_at,
232827_PM_at,
232828_PM_at,
232829_PM_at,OR52K3P
232830_PM_at,RNF32
232831_PM_at,
232832_PM_at,DKFZp434J0226
232833_PM_at,
232834_PM_at,
232835_PM_at,
232836_PM_at,C20orf61
232837_PM_at,KIF13A
232838_PM_at,ASXL3
232839_PM_at,
232840_PM_at,
232841_PM_at,
232842_PM_at,DOCK8
232843_PM_s_at,DOCK8
232844_PM_at,IFT140
232845_PM_at,CDH23
232846_PM_s_at,CDH23
232847_PM_at,SALL3
232848_PM_at,LOC642345
232849_PM_at,LOC100128988
232850_PM_at,
232851_PM_at,FBXO3
232852_PM_at,
232853_PM_at,
232854_PM_at,DIRAS1
232855_PM_at,
232856_PM_at,LRRC55
232857_PM_at,POLR3H
232858_PM_at,
232859_PM_s_at,MAGI1
232860_PM_x_at,RBM41
232861_PM_at,PDP2
232862_PM_at,ABHD5
232863_PM_at,ZNF815
232864_PM_s_at,AFF4
232865_PM_at,AFF4
232866_PM_at,ZSCAN18
232867_PM_at,
232868_PM_at,C9orf11
232869_PM_at,SRGAP3
232870_PM_at,HDAC10
232871_PM_at,
232872_PM_at,
232873_PM_at,ZNF33A
232874_PM_at,DOCK9
232875_PM_at,
232876_PM_at,
232877_PM_at,
232878_PM_at,LOC644192
232879_PM_at,CRTC3
232880_PM_at,LOC100288224
232881_PM_at,GNASAS
232882_PM_at,
232883_PM_at,
232884_PM_s_at,ZNF853
232885_PM_at,NCRNA00081
232886_PM_at,
232887_PM_at,PIRT
232888_PM_at,ISM1
232889_PM_at,
232890_PM_at,
232891_PM_at,SIRPD
232892_PM_at,C20orf166
232893_PM_at,LMBRD2
232894_PM_at,
232895_PM_s_at,
232896_PM_at,ERBB2IP
232897_PM_at,FLJ20444
232898_PM_at,DAB2
232899_PM_at,FAM41C /// RPL23AP7 /// RPL23AP82
232900_PM_at,HERC2P7
232901_PM_at,RARS2
232902_PM_s_at,RARS2
232903_PM_at,
232904_PM_at,SLC7A14
232905_PM_at,GTF2H5
232906_PM_at,
232907_PM_at,UBR4
232908_PM_at,ATAD2B
232909_PM_s_at,BPTF
232910_PM_at,NCRNA00081
232911_PM_at,ZFP14
232912_PM_at,GPR180
232913_PM_at,TMED8
232914_PM_s_at,SYTL2
232915_PM_at,DDX49
232916_PM_at,
232917_PM_at,
232918_PM_at,LOC541471
232919_PM_at,LOC100289297
232920_PM_at,
232921_PM_at,KIAA1549
232922_PM_s_at,SLC17A9
232923_PM_at,
232924_PM_at,LRRC17
232925_PM_at,
232926_PM_x_at,ANKRD19
232927_PM_at,
232928_PM_at,
232929_PM_at,
232930_PM_at,DOCK1
232931_PM_at,SNRNP200
232932_PM_at,
232933_PM_at,KIAA1656
232934_PM_at,
232935_PM_at,
232936_PM_at,KCNA7
232937_PM_at,
232938_PM_at,SFMBT2
232939_PM_at,
232940_PM_s_at,MLL3
232941_PM_at,TMPRSS6
232942_PM_at,PYROXD2
232943_PM_at,
232944_PM_at,
232945_PM_at,PUS10
232946_PM_s_at,NADSYN1
232947_PM_at,
232948_PM_at,
232949_PM_at,
232950_PM_s_at,PITPNM2
232951_PM_at,
232952_PM_at,
