ID,Gene Symbol
1568974_PM_at,NHEG1
1568977_PM_at,RNASET2
1568978_PM_s_at,C11orf21
1568981_PM_at,
1568983_PM_a_at,
1568986_PM_x_at,PIGT
1568987_PM_at,MGC57346
1568997_PM_at,
1568999_PM_at,PSG4
1569001_PM_at,BMP1
1569002_PM_x_at,BMP1
1569003_PM_at,TMEM49
1569004_PM_at,
1569005_PM_at,
1569006_PM_at,LOC284379
1569008_PM_at,LOC643395
1569009_PM_s_at,
1569013_PM_s_at,LOC96610
1569020_PM_at,NEDD9
1569021_PM_at,PIK3C2A
1569022_PM_a_at,PIK3C2A
1569023_PM_a_at,
1569024_PM_at,FAM13A
1569025_PM_s_at,FAM13A
1569029_PM_at,MAP1D
1569030_PM_s_at,NUB1
1569032_PM_at,LOC642852
1569033_PM_at,IGF2BP3
1569034_PM_a_at,LOC440864
1569039_PM_s_at,ZNF677
1569040_PM_s_at,FLJ40330
1569041_PM_at,
1569042_PM_at,LRP1
1569044_PM_at,CDC42BPG
1569048_PM_s_at,LMF1
1569052_PM_at,
1569053_PM_at,AP3M2
1569054_PM_at,SLC1A3
1569057_PM_s_at,MIA3
1569058_PM_at,GTF3C3
1569061_PM_at,IQGAP3
1569062_PM_s_at,IQGAP3
1569063_PM_at,
1569064_PM_at,C15orf62
1569065_PM_s_at,C15orf62
1569067_PM_at,
1569069_PM_s_at,TDRD3
1569072_PM_s_at,ABCB5
1569073_PM_x_at,SMARCA4
1569074_PM_at,SRRM3
1569076_PM_a_at,ZNF836
1569077_PM_x_at,ZNF836
1569078_PM_at,LOC100294362
1569080_PM_at,RNF165
1569086_PM_at,EML2
1569089_PM_a_at,FLJ35390
1569090_PM_x_at,FLJ35390
1569091_PM_at,
1569095_PM_at,LOC731424
1569097_PM_at,TP53BP1
1569098_PM_s_at,TP53BP1
1569099_PM_at,
1569100_PM_a_at,
1569102_PM_at,ABCA4
1569104_PM_a_at,LOC100287401
1569105_PM_at,SETD5
1569106_PM_s_at,SETD5
1569107_PM_s_at,ZNF642
1569108_PM_a_at,ZNF589
1569110_PM_x_at,LOC728613
1569111_PM_at,SOX13
1569112_PM_at,SLC44A5
1569114_PM_at,SBF2
1569121_PM_at,SLC25A24
1569122_PM_at,
1569124_PM_at,LRRC63
1569126_PM_at,CCNC
1569127_PM_at,
1569128_PM_at,C3orf38
1569129_PM_s_at,C3orf38
1569132_PM_s_at,ARSK
1569133_PM_x_at,ARSK
1569136_PM_at,MGAT4A
1569138_PM_a_at,SRCAP
1569139_PM_s_at,FAM53A
1569140_PM_at,UBR2
1569141_PM_a_at,PPARGC1A
1569142_PM_at,TRIM13
1569144_PM_a_at,C9orf169
1569146_PM_s_at,C6orf174
1569147_PM_at,
1569149_PM_at,PDLIM7
1569150_PM_x_at,PDLIM7
1569153_PM_at,
1569154_PM_a_at,
1569156_PM_at,ZNF846
1569157_PM_s_at,ZNF846
1569159_PM_at,LZTS1
1569167_PM_at,
1569168_PM_at,
1569171_PM_a_at,FXR1
1569172_PM_a_at,LOC441005
1569176_PM_at,TMPRSS12
1569178_PM_at,GRIA4
1569180_PM_at,
1569181_PM_x_at,
1569182_PM_at,
1569183_PM_a_at,CHM
1569186_PM_at,MYO3A
1569188_PM_s_at,
1569189_PM_at,TTC9C
1569190_PM_at,SCLT1
1569191_PM_at,ZNF826
1569192_PM_at,
1569193_PM_at,
1569194_PM_at,ZNF789
1569200_PM_at,
1569201_PM_a_at,
1569202_PM_x_at,
1569203_PM_at,CXCL2
1569205_PM_at,
1569206_PM_at,TCP11L2
1569207_PM_s_at,TCP11L2
1569208_PM_a_at,
1569212_PM_at,LOC619207
1569213_PM_at,LOC400891
1569218_PM_at,
1569219_PM_at,
1569225_PM_a_at,SCML4
1569230_PM_at,
1569231_PM_x_at,
1569234_PM_at,
1569235_PM_a_at,
1569237_PM_at,
1569238_PM_a_at,
1569240_PM_at,ZNF93
1569241_PM_a_at,ZNF93
1569243_PM_at,
1569245_PM_at,C8orf74
1569246_PM_a_at,C8orf74
1569250_PM_at,ZNF333
1569251_PM_a_at,ZNF333
1569253_PM_at,INTS4
1569254_PM_s_at,INTS4
1569256_PM_a_at,FAM43B
1569257_PM_at,FMNL1
1569259_PM_at,
1569262_PM_x_at,UBE2CBP
1569263_PM_at,
1569264_PM_at,LOC400655
1569268_PM_at,GRIN2C
1569269_PM_s_at,SRGAP1
1569270_PM_at,LOC100134368
1569272_PM_at,PIK3C3
1569274_PM_at,C14orf182
1569275_PM_at,
1569276_PM_at,
1569277_PM_at,
1569283_PM_at,LOC440122
1569287_PM_at,
1569289_PM_at,BIVM
1569290_PM_s_at,GRIA3
1569291_PM_at,CROCCL1
1569293_PM_x_at,CROCC /// CROCCL1
1569294_PM_at,
1569296_PM_a_at,LOC493754
1569297_PM_at,LOC731779
1569300_PM_at,MFAP3L
1569302_PM_at,KIAA1731
1569303_PM_s_at,RGS20
1569305_PM_a_at,
1569306_PM_at,
1569307_PM_s_at,
1569310_PM_at,IRGQ
1569311_PM_at,
1569312_PM_at,
1569315_PM_s_at,LOC100272228
1569316_PM_at,
1569318_PM_at,LOC284440
1569320_PM_at,GPBP1L1
1569321_PM_at,
1569322_PM_at,LOC439990
1569323_PM_at,PTPRG
1569325_PM_at,ARPC5
1569330_PM_at,
1569331_PM_at,
1569332_PM_at,C3orf66
1569334_PM_at,STRA6
1569335_PM_a_at,STRA6
1569337_PM_at,SLC5A9
1569338_PM_at,LOC100287558
1569339_PM_s_at,LOC100287558
1569341_PM_at,
1569342_PM_at,GLI3
1569344_PM_a_at,
1569345_PM_at,
1569346_PM_a_at,
1569348_PM_at,psiTPTE22
1569349_PM_at,C11orf30
1569351_PM_at,SOBP
1569352_PM_at,FNIP2
1569353_PM_at,CP110
1569354_PM_at,NSUN6
1569355_PM_at,KCNIP3
1569361_PM_a_at,LOC100129098
1569362_PM_at,
1569365_PM_a_at,KIAA1656
1569366_PM_a_at,ZNF569
1569368_PM_at,LOC283693
1569369_PM_at,ZFYVE28
1569371_PM_at,LRRC59
1569372_PM_at,
1569374_PM_at,C3orf62
1569375_PM_at,
1569376_PM_s_at,
1569377_PM_at,TMEM67
1569378_PM_at,LOC100292680
1569380_PM_a_at,
1569383_PM_s_at,ZFYVE28
1569385_PM_s_at,TET2
1569386_PM_at,LOC100133885
1569387_PM_at,CSGALNACT1
1569391_PM_at,TNKS
1569392_PM_at,TECR
1569393_PM_at,MGC15885
1569396_PM_at,RAB40C
1569399_PM_at,
1569401_PM_at,CLEC12A
1569402_PM_at,MEIS3
1569403_PM_at,
1569405_PM_at,
1569406_PM_at,
1569407_PM_at,
1569408_PM_at,EIF2C4
1569409_PM_x_at,
1569410_PM_at,FLG2
1569411_PM_at,TMEM67
1569415_PM_at,
1569416_PM_at,
1569417_PM_at,
1569418_PM_at,
1569419_PM_at,
1569421_PM_at,CLDN4
1569422_PM_at,FAM129C
1569426_PM_at,
1569428_PM_at,WIBG
1569430_PM_at,PTRH1
1569431_PM_at,PAFAH1B2
1569433_PM_at,SAMD5
1569434_PM_at,C14orf105
1569436_PM_at,LOC400128
1569439_PM_at,
1569443_PM_s_at,
1569444_PM_at,
1569445_PM_at,
1569446_PM_x_at,
1569448_PM_at,PGM2L1
1569449_PM_a_at,
1569450_PM_at,CAPZA2
1569452_PM_at,LOC692247
1569453_PM_a_at,LOC692247
1569454_PM_a_at,LOC283352
1569459_PM_a_at,
1569461_PM_at,
1569462_PM_x_at,KCNT1
1569464_PM_at,PPFIBP1
1569465_PM_at,FAM160A1
1569466_PM_at,C20orf152
1569468_PM_at,ZNF876P
1569469_PM_a_at,LHX8
1569470_PM_a_at,FRMD5
1569472_PM_s_at,TTC3
1569473_PM_s_at,ZNF783
1569474_PM_at,
1569476_PM_at,DKFZP434L187
1569477_PM_at,
1569478_PM_s_at,
1569479_PM_at,ZNF718
1569481_PM_s_at,SNX22
1569482_PM_at,
1569484_PM_s_at,MDN1
1569486_PM_at,
1569487_PM_at,
1569490_PM_at,FNDC3B
1569491_PM_at,
1569492_PM_at,
1569494_PM_at,
1569495_PM_at,SCLT1
1569496_PM_s_at,LOC100130872
1569499_PM_at,
1569500_PM_at,
1569501_PM_at,
1569502_PM_s_at,KIAA0495
1569503_PM_at,HEATR5B
1569504_PM_at,LILRB4
1569508_PM_at,PRDM5
1569510_PM_at,
1569512_PM_at,
1569515_PM_a_at,
1569516_PM_at,
1569517_PM_at,LOC646482
1569518_PM_at,
1569519_PM_at,KIAA1245 /// LOC200030 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF8 /// NBPF9
1569520_PM_at,
1569521_PM_s_at,
1569522_PM_at,LOC100132767
1569523_PM_a_at,LOC100132767
1569525_PM_s_at,
1569527_PM_at,
1569528_PM_at,
1569532_PM_a_at,LCN15
1569536_PM_at,FLVCR2
1569537_PM_at,
1569538_PM_at,
1569539_PM_at,
1569540_PM_at,
1569542_PM_at,
1569543_PM_at,RSU1
1569544_PM_at,
1569545_PM_at,
1569551_PM_at,
1569552_PM_at,PTPN18
1569554_PM_at,ESR2
1569555_PM_at,GDA
1569557_PM_at,ZNF248
1569558_PM_at,
1569560_PM_at,HIRA
1569561_PM_at,LOC389328
1569564_PM_at,
1569566_PM_at,TBC1D1
1569568_PM_at,
1569569_PM_x_at,
1569570_PM_at,AGBL4
1569571_PM_at,LIPJ
1569573_PM_at,
1569577_PM_x_at,
1569578_PM_at,
1569579_PM_at,
1569580_PM_a_at,
1569582_PM_at,LOC201651
1569583_PM_at,EREG
1569585_PM_at,
1569587_PM_at,PIK3C2A
1569588_PM_x_at,PIK3C2A
1569590_PM_at,DOCK5
1569591_PM_at,F11
1569592_PM_a_at,F11
1569594_PM_a_at,SDCCAG1
1569596_PM_at,
1569597_PM_at,
1569599_PM_at,SAMSN1
1569600_PM_at,DLEU2
1569601_PM_at,
1569602_PM_at,KANK2
1569603_PM_at,
1569604_PM_at,LOC100133612
1569607_PM_s_at,ANKRD20A1 /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4 /// ANKRD20A5 /// C21orf81 /// LOC100132733 /// LOC644339
1569608_PM_x_at,
1569609_PM_at,
1569610_PM_at,IQCH
1569611_PM_a_at,IQCH
1569614_PM_s_at,LCN8
1569615_PM_at,LOC100287249
1569616_PM_at,LOC647309
1569617_PM_at,OSBP2
1569620_PM_s_at,LOC100128079
1569624_PM_at,
1569629_PM_x_at,LOC389906 /// LOC729162
1569630_PM_a_at,RUFY2
1569631_PM_at,NMNAT1
1569634_PM_at,SEPSECS
1569637_PM_at,ZNF736
1569638_PM_at,SOX5
1569640_PM_s_at,EEPD1
1569641_PM_at,
1569642_PM_at,F2R
1569644_PM_at,LOC100294333
1569646_PM_a_at,
1569647_PM_at,LOC643623
1569648_PM_at,DACT2
1569652_PM_at,MLLT3
1569656_PM_at,
1569659_PM_at,
1569660_PM_at,PP13439
1569661_PM_at,NPAS3
1569663_PM_at,
1569664_PM_at,
1569665_PM_at,
1569666_PM_s_at,
1569668_PM_at,
1569669_PM_at,FOXR2
1569670_PM_at,LOC100192379
1569672_PM_at,
1569673_PM_at,
1569674_PM_at,BHLHB9
1569675_PM_at,POU2AF1
1569676_PM_at,TOR1AIP2
1569677_PM_a_at,C8orf45
1569679_PM_at,CDH22
1569680_PM_at,
1569681_PM_at,
1569683_PM_at,XYLB
1569685_PM_at,
1569688_PM_at,FMO5
1569689_PM_s_at,GABRB3
1569690_PM_at,CCDC36
1569693_PM_at,BTBD8
1569696_PM_at,LOC402779
1569698_PM_s_at,
1569699_PM_at,AK7
1569700_PM_s_at,AK7
1569701_PM_at,PER3
1569703_PM_a_at,
1569706_PM_at,MYSM1
1569709_PM_at,C1orf84
1569712_PM_at,
1569713_PM_at,
1569714_PM_at,ZFYVE20
1569716_PM_at,
1569719_PM_at,BCL2L14
1569721_PM_at,
1569722_PM_s_at,LOC219731
1569723_PM_a_at,SPIRE2
1569724_PM_at,
1569727_PM_at,
1569728_PM_at,
1569729_PM_a_at,ASZ1
1569730_PM_at,HEATR7B2
1569731_PM_at,
1569732_PM_at,
1569736_PM_at,
1569737_PM_a_at,CASKIN1
1569738_PM_at,
1569739_PM_at,LOC221946
1569740_PM_at,
1569741_PM_at,
1569743_PM_at,
1569745_PM_at,
1569746_PM_s_at,
1569748_PM_at,PRKCZ
1569750_PM_at,
1569751_PM_at,TBC1D26
1569753_PM_at,
1569755_PM_at,
1569756_PM_at,
1569758_PM_at,
1569759_PM_at,
1569760_PM_at,
1569761_PM_x_at,
1569763_PM_at,
1569764_PM_at,
1569765_PM_at,
1569767_PM_at,
1569768_PM_at,
1569770_PM_x_at,
1569772_PM_x_at,
1569773_PM_at,ATP8A1
1569775_PM_at,RNF157
1569776_PM_at,LOC100287556
1569777_PM_a_at,ZPLD1
1569779_PM_at,
1569780_PM_at,
1569781_PM_at,LOC285423
1569782_PM_at,
1569783_PM_at,LOC401387
1569784_PM_at,
1569785_PM_at,
1569786_PM_at,
1569787_PM_at,RFTN1
1569788_PM_at,ST8SIA1
1569789_PM_at,
1569790_PM_at,LOC100288590
1569791_PM_at,STK4
1569792_PM_a_at,C12orf72
1569793_PM_at,SLC25A18
1569794_PM_at,
1569796_PM_s_at,ATRNL1
1569802_PM_at,
1569805_PM_at,
1569806_PM_at,
1569807_PM_at,
1569808_PM_at,
1569809_PM_at,
1569810_PM_at,
1569811_PM_at,LOC729307
1569812_PM_at,
1569813_PM_at,STRN
1569815_PM_x_at,STRN
1569816_PM_at,
1569817_PM_at,LOC644620
1569818_PM_at,
1569819_PM_at,PWRN1
1569823_PM_at,LOC440346
1569824_PM_at,
1569826_PM_at,
1569827_PM_at,ATG7
1569828_PM_at,
1569830_PM_at,PTPRC
1569831_PM_at,
1569832_PM_at,LOC100131655
1569833_PM_at,
1569834_PM_at,
1569835_PM_at,
1569838_PM_at,
1569839_PM_s_at,C9orf29
1569840_PM_at,
1569841_PM_x_at,
1569842_PM_at,LOC728114
1569843_PM_at,DYNC1I1
1569846_PM_at,
1569847_PM_at,CGNL1
1569849_PM_at,
1569850_PM_at,
1569852_PM_at,C7orf53
1569853_PM_at,
1569854_PM_at,
1569855_PM_at,
1569856_PM_at,TPP2
1569857_PM_s_at,TPP2
1569858_PM_at,
1569859_PM_at,
1569861_PM_at,TRAF5
1569864_PM_at,SERAC1
1569867_PM_at,EME2
1569868_PM_s_at,EME2
1569871_PM_at,
1569872_PM_a_at,
1569873_PM_at,LIPJ
1569874_PM_s_at,LIPJ
1569876_PM_at,C17orf57
1569878_PM_at,CCNYL2
1569879_PM_a_at,MEGF11
1569881_PM_at,DRP2
1569882_PM_at,NCRNA00119
1569885_PM_at,
1569886_PM_a_at,GLB1L3
1569887_PM_a_at,LOC286135
1569891_PM_at,ATP5A1
1569892_PM_at,
1569894_PM_at,PPP2R3C
1569895_PM_at,LOC100133612
1569898_PM_a_at,LOC100132707
1569900_PM_at,FLJ16124
1569904_PM_x_at,
1569905_PM_at,HSD11B1L
1569906_PM_s_at,PHF20
1569909_PM_at,KRT79
1569910_PM_at,
1569911_PM_at,
1569912_PM_at,
1569915_PM_at,
1569916_PM_at,
1569917_PM_at,
1569921_PM_at,
1569923_PM_s_at,LOC285708
1569925_PM_at,
1569926_PM_s_at,SLC34A3
1569927_PM_at,
1569929_PM_at,
1569930_PM_at,
1569931_PM_at,
1569932_PM_at,NHSL2
1569933_PM_at,
1569934_PM_at,PREX2
1569935_PM_at,ZNF664
1569936_PM_a_at,ZNF664
1569937_PM_at,
1569938_PM_at,SIRT5
1569940_PM_at,SLC6A16
1569941_PM_at,
1569942_PM_at,
1569944_PM_at,
1569947_PM_at,
1569948_PM_at,
1569949_PM_at,GRK5
1569952_PM_x_at,
1569953_PM_at,
1569954_PM_at,
1569955_PM_at,
1569956_PM_at,MYLK
1569958_PM_at,
1569959_PM_at,
1569960_PM_at,BRD7P3
1569961_PM_at,
1569962_PM_at,
1569963_PM_at,
1569969_PM_a_at,UNC13C
1569971_PM_at,LOC100288721
1569973_PM_at,SEPT7P2
1569974_PM_x_at,SEPT7P2
1569975_PM_at,
1569978_PM_x_at,
1569979_PM_at,HKR1
1569980_PM_x_at,HKR1
1569981_PM_at,
1569983_PM_at,
1569986_PM_x_at,TNNT3
1569987_PM_at,
1569988_PM_at,
1569990_PM_at,NUDT3
1569991_PM_at,KY
1569995_PM_at,LOC152586
1569996_PM_at,LOC100101938
1569998_PM_at,MMD2
1569999_PM_at,
1570001_PM_at,CASP8AP2
1570005_PM_at,
1570006_PM_at,LOC400958
1570007_PM_at,LRRC8C
1570008_PM_at,LOC253724
1570009_PM_at,LOC732096
1570013_PM_at,
1570014_PM_at,
1570015_PM_at,LOC149620
1570020_PM_at,AACSL
1570021_PM_at,
1570022_PM_at,
1570023_PM_at,LOC641515
1570024_PM_at,
1570025_PM_at,TACC2
1570026_PM_at,CPXM2
1570030_PM_at,ZNF396
1570031_PM_at,
1570032_PM_at,AP3B2
1570033_PM_at,WIPI2
1570035_PM_at,TBC1D10A
1570038_PM_at,ZNF595
1570039_PM_at,TMSB15B
1570040_PM_at,
1570042_PM_a_at,ADAM9
1570043_PM_at,
1570044_PM_at,
1570046_PM_at,
1570048_PM_at,DNAJC24
1570049_PM_at,LOC100130581
1570050_PM_at,
1570051_PM_at,RNF144A
1570052_PM_at,MIPOL1
1570054_PM_at,
1570055_PM_at,
1570057_PM_x_at,
1570058_PM_at,SUV420H2
1570061_PM_at,
1570064_PM_at,
1570065_PM_at,
1570068_PM_at,
1570070_PM_at,C20orf160
1570071_PM_at,
1570076_PM_at,
1570078_PM_a_at,DOCK5
1570080_PM_at,
1570082_PM_x_at,
1570084_PM_at,
1570085_PM_at,TTLL1
1570087_PM_at,
1570089_PM_at,
1570090_PM_at,LOC100129166
1570093_PM_at,
1570098_PM_at,
1570099_PM_at,
1570100_PM_at,
1570101_PM_at,
1570102_PM_at,LOC100287182
1570103_PM_at,
1570105_PM_at,
1570106_PM_at,
1570107_PM_at,
1570108_PM_at,
1570110_PM_at,
1570111_PM_at,C14orf48
1570114_PM_at,MDGA2
1570115_PM_at,PP12708
1570116_PM_at,
1570117_PM_at,
1570119_PM_at,PDS5B
1570120_PM_at,
1570121_PM_at,ZNF365
1570122_PM_at,
1570123_PM_at,
1570124_PM_at,
1570125_PM_at,
1570126_PM_at,
1570127_PM_at,
1570128_PM_at,DDX19A
1570130_PM_at,SPATS2
1570131_PM_at,LOC285847
1570133_PM_at,
1570134_PM_at,
1570135_PM_at,ZNF230
1570136_PM_at,
1570138_PM_at,
1570140_PM_at,LOC653110
1570141_PM_at,MYO5B
1570143_PM_at,
1570145_PM_at,UCHL5
1570146_PM_at,
1570151_PM_at,
1570152_PM_at,
1570153_PM_at,C13orf38
1570155_PM_at,
1570156_PM_s_at,FMN1
1570158_PM_at,
1570160_PM_at,
1570162_PM_at,C14orf91
1570163_PM_at,
1570165_PM_at,
1570166_PM_a_at,
1570167_PM_at,
1570168_PM_at,
1570169_PM_at,CSMD2
1570171_PM_at,LOC100287105
1570173_PM_at,INTS7
1570176_PM_at,
1570177_PM_at,
1570180_PM_at,
1570181_PM_a_at,
1570182_PM_at,
1570183_PM_at,FBXO34
1570185_PM_at,
1570186_PM_at,GRASPOS
1570188_PM_at,NR1I3
1570189_PM_at,LOC388387
1570190_PM_at,LSAMP
1570191_PM_at,
1570192_PM_at,
1570194_PM_x_at,
1570196_PM_at,
1570197_PM_at,
1570198_PM_x_at,
1570200_PM_at,HELB
1570202_PM_a_at,MKL2
1570204_PM_at,LOC728723
1570205_PM_at,
1570206_PM_at,
1570207_PM_at,FRRS1
1570208_PM_at,LOC284260
1570210_PM_x_at,SAPS2
1570212_PM_a_at,LOC253724
1570213_PM_at,
1570215_PM_at,
1570219_PM_at,LOXL4
1570221_PM_at,
1570222_PM_at,NDST4
1570224_PM_at,
1570225_PM_at,TMEM150B
1570226_PM_at,
1570227_PM_at,
1570228_PM_at,CFHR3
1570229_PM_at,
1570230_PM_at,
1570231_PM_at,LATS1
1570233_PM_at,
1570234_PM_at,
1570235_PM_at,MGC27382
1570237_PM_at,
1570238_PM_at,ZNF527
1570239_PM_a_at,CLNK
1570241_PM_at,SPATA21
1570242_PM_x_at,SPATA21
1570243_PM_at,
1570244_PM_at,
1570246_PM_at,
1570248_PM_at,
1570249_PM_x_at,
1570250_PM_at,LPPR1
1570251_PM_at,HECTD1
1570252_PM_at,
1570253_PM_a_at,RHEBL1
1570255_PM_s_at,ANKRD20A1 /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4 /// ANKRD20B /// LOC375010
1570257_PM_x_at,
1570259_PM_at,LIMS1
1570261_PM_at,
1570262_PM_at,
1570263_PM_at,
1570264_PM_at,
1570266_PM_x_at,
1570267_PM_at,
1570268_PM_at,
1570269_PM_at,
1570270_PM_at,
1570271_PM_at,
1570272_PM_at,
1570273_PM_at,
1570274_PM_at,PRSS55
1570276_PM_a_at,GATA4
1570279_PM_at,ABCA1
1570281_PM_at,
1570282_PM_at,
1570283_PM_at,
1570284_PM_x_at,
1570285_PM_at,
1570289_PM_at,LOC646736
1570290_PM_at,
1570291_PM_at,
1570292_PM_at,
1570293_PM_at,TBL1X
1570295_PM_at,
1570296_PM_at,
1570297_PM_at,
1570298_PM_at,
1570299_PM_at,
1570300_PM_at,
1570301_PM_at,
1570302_PM_at,
1570303_PM_at,
1570306_PM_at,ST18
1570307_PM_s_at,ST18
1570308_PM_at,LOC100131298
1570314_PM_at,
1570315_PM_at,HTA
1570316_PM_at,
1570318_PM_at,
1570320_PM_at,
1570326_PM_at,
1570327_PM_at,C20orf62
1570328_PM_s_at,C20orf62
1570329_PM_at,
1570330_PM_at,
1570331_PM_at,
1570332_PM_at,
1570335_PM_at,
1570336_PM_at,BDH1
1570337_PM_at,FIGLA
1570338_PM_at,
1570339_PM_x_at,
1570342_PM_at,NKTR
1570344_PM_at,
1570345_PM_at,C9orf27
1570347_PM_at,MLX
1570349_PM_at,
1570350_PM_at,
1570351_PM_at,ADAMTS6
1570352_PM_at,ATM
1570354_PM_s_at,ZNF169
1570355_PM_a_at,DPY19L1
1570357_PM_at,STX8
1570359_PM_at,DDX3Y
1570360_PM_s_at,DDX3Y
1570361_PM_a_at,
1570362_PM_at,LOC100288009
1570364_PM_at,ZNF709
1570366_PM_x_at,ZNF709
1570371_PM_a_at,EPT1
1570372_PM_at,
1570373_PM_at,ZNF746
1570375_PM_at,
1570376_PM_at,LOC154822
1570382_PM_at,
1570383_PM_at,BMP1
1570384_PM_at,TAS2R19
1570385_PM_at,
1570388_PM_a_at,LOC440896
1570391_PM_at,
1570393_PM_at,EML5
1570394_PM_at,XRN1
1570395_PM_a_at,FAM66C
1570396_PM_at,FAM66C
1570397_PM_x_at,FAM66C
1570398_PM_at,STBD1
1570402_PM_at,KLC3
1570405_PM_at,
1570408_PM_at,
1570409_PM_x_at,
1570410_PM_at,CYGB
1570411_PM_at,LOC100133131
1570412_PM_at,
1570414_PM_x_at,FLJ13197
1570415_PM_at,DDX52
1570420_PM_at,STXBP2
1570422_PM_at,SNTG2
1570423_PM_at,
1570424_PM_at,
1570425_PM_s_at,LATS1
1570430_PM_at,
1570432_PM_at,LOC100133287
1570433_PM_at,TMPRSS2
1570439_PM_at,
1570441_PM_at,NAPB
1570444_PM_at,LOC643201
1570445_PM_a_at,LOC643201
1570447_PM_at,FLJ44054
1570448_PM_at,
1570450_PM_at,
1570451_PM_at,C1orf61
1570452_PM_at,
1570454_PM_at,EIF4EBP2
1570465_PM_at,
1570469_PM_at,
1570470_PM_at,CATSPERB
1570471_PM_at,ARHGEF12
1570473_PM_at,LOC338579
1570474_PM_s_at,LOC338579
1570476_PM_at,
1570479_PM_at,ART1
1570480_PM_s_at,ART1
1570482_PM_at,
1570483_PM_at,
1570484_PM_at,
1570486_PM_at,SOX6
1570488_PM_at,
1570490_PM_at,
1570491_PM_at,
1570496_PM_at,
1570503_PM_at,
1570505_PM_at,ABCB4
1570506_PM_at,
1570507_PM_at,SFRS2IP
1570511_PM_at,ARHGEF10L
1570515_PM_a_at,FILIP1
1570516_PM_s_at,OR51B5
1570517_PM_at,FHL5
1570523_PM_s_at,ATG10
1570528_PM_at,XYLT2
1570529_PM_at,KIAA0020
1570531_PM_at,
1570533_PM_at,CMPK1
1570534_PM_a_at,ZNF483
1570536_PM_at,
1570537_PM_a_at,
1570541_PM_s_at,
1570542_PM_a_at,PMPCB
1570546_PM_a_at,TACC2
1570552_PM_at,TTC39C
1570561_PM_at,
1570566_PM_at,LOC100287529
1570567_PM_at,
1570568_PM_at,
1570569_PM_at,
1570571_PM_at,CCDC91
1570572_PM_at,LOC729291
1570574_PM_at,
1570575_PM_at,
1570578_PM_at,
1570579_PM_at,
1570584_PM_at,
1570585_PM_at,MPZL3
1570587_PM_at,
1570588_PM_at,
1570592_PM_a_at,
1570593_PM_at,
1570594_PM_at,
1570596_PM_at,
1570597_PM_at,
1570600_PM_at,
1570601_PM_at,
1570607_PM_at,
1570618_PM_at,
1570621_PM_at,
1570622_PM_at,
1570623_PM_at,
1570624_PM_at,
1570625_PM_at,TCEB3
1570627_PM_at,TCEB3
1570628_PM_at,
1570629_PM_at,
1570630_PM_at,
1570631_PM_at,
1570632_PM_at,
1570633_PM_at,
1570635_PM_at,
1570639_PM_at,
1570644_PM_at,
1570645_PM_at,
1570650_PM_at,CCBL1
1570651_PM_at,CCBL1
1570653_PM_at,
1598_PM_g_at,GAS6
160020_PM_at,MMP14
1729_PM_at,TRADD
1773_PM_at,FNTB
177_PM_at,PLD1
179_PM_at,PMS2L11
1861_PM_at,BAD
200000_PM_s_at,PRPF8
200001_PM_at,CAPNS1
200002_PM_at,RPL35
200003_PM_s_at,RPL28
200004_PM_at,EIF4G2
200005_PM_at,EIF3D
200006_PM_at,PARK7
200007_PM_at,SRP14
200008_PM_s_at,GDI2
200009_PM_at,GDI2
200010_PM_at,RPL11
200011_PM_s_at,ARF3
200012_PM_x_at,RPL21
200013_PM_at,RPL24
200014_PM_s_at,HNRNPC
200015_PM_s_at,Sep-02
200016_PM_x_at,HNRNPA1
200017_PM_at,RPS27A
200018_PM_at,RPS13
200019_PM_s_at,FAU
200020_PM_at,TARDBP
200021_PM_at,CFL1
200022_PM_at,RPL18
200023_PM_s_at,EIF3F
200024_PM_at,RPS5
200025_PM_s_at,RPL27
200026_PM_at,RPL34
200027_PM_at,NARS
200028_PM_s_at,STARD7
200029_PM_at,RPL19
200030_PM_s_at,SLC25A3
200031_PM_s_at,RPS11
200032_PM_s_at,RPL9
200033_PM_at,DDX5
200034_PM_s_at,RPL6
200035_PM_at,DULLARD
200036_PM_s_at,RPL10A
200037_PM_s_at,CBX3
200038_PM_s_at,RPL17
200039_PM_s_at,PSMB2
200040_PM_at,KHDRBS1
200041_PM_s_at,BAT1
200042_PM_at,C22orf28
200043_PM_at,ERH
200044_PM_at,SFRS9
200045_PM_at,ABCF1
200046_PM_at,DAD1
200047_PM_s_at,YY1
200048_PM_s_at,JTB
200049_PM_at,MYST2
200050_PM_at,ZNF146
200051_PM_at,SART1
200052_PM_s_at,ILF2
200053_PM_at,SPAG7
200054_PM_at,ZNF259
200055_PM_at,TAF10
200056_PM_s_at,C1D
200057_PM_s_at,NONO
200058_PM_s_at,SNRNP200
200059_PM_s_at,RHOA
200060_PM_s_at,RNPS1
200061_PM_s_at,RPS24
200062_PM_s_at,RPL30
200063_PM_s_at,NPM1
200064_PM_at,HSP90AB1
200065_PM_s_at,ARF1
200066_PM_at,IK
200067_PM_x_at,SNX3
200068_PM_s_at,CANX
200069_PM_at,SART3
200070_PM_at,C2orf24
200071_PM_at,SMNDC1
200072_PM_s_at,HNRNPM
200073_PM_s_at,HNRNPD
200074_PM_s_at,RPL14
